//--------------------------------------------------------------------------------------
// GENÉRICO
//--------------------------------------------------------------------------------------
gen_err												=错误
001_msg_numero_serie_no_importado_bulto  			= 它不是进口大量现金的序列号。
001_msg_numero_serie_no_importado_remesa  			= 它不是汇款告诉导入的序列号。
001_btnActualizarMecanizado							= Atualizar Mecanizado
001_btnGestionarMecanizado							= &Gestionar Mecanizado
001_msg_parcialesRecuentoMec_SinValores				= Há sangrias que não receberam informações de contagem da BPS. Deseja Continuar?
001_msg_parcialCambiado								= A sangria sofreu modificações, a tela será atualizada.
001_EfectuarSalida_Confirmar						= ¿Desea realmente efectuar la salida de remesas? Este procedimiento irá cerrar el módulo Conteo y abrirá el módulo Salidas.
001_EfectuarSalida_SolamenteEfectivo				= Para ejecutar la acción es necesario tener solamente billetes y monedas en el puesto de trabajo, por eso deberá efectuar la entrega de valores.
001_EfectuarSalida_ValorARetirar					= Hay valores que deberán ser retirados del puesto de trabajo.
001_EfectuarSalida_PermisoSalidas					= El usuario logado no tiene permisos en Salidas.
001_EfectuarSalida_PuestoHost						= No fue posible abrir el módulo de Salidas, el puesto o host no coinciden.
001_EfectuarSalida_SinRemesa						= No hay remesas a ser procesadas.
001_CodATM											= Codigo ATM
001_btnEfectuarSalida								= Efectuar &Salidas
CONTEO_001_msg_actualizarRecuento					= Recuento Actualizado. Ingresar a Modificar Parciales.

//TELA CLASIFICACION
027_tituloconteo									= 分类 
027_bancoingreso									= 注册银行 
027_bookproceso										= 过程 
027_subcanal										= 子信道 
027_cliente											= 顾客 
027_precintobulto									= 密封袋 
027_puntoservicio									= 服务点 
027_subcliente										= 子客户端 
027_gpbdatosbulto									= 资料袋 
027_validarprecintobulto							= 密封袋应予以通报。 
027_validardivisanacional							= 有袋没有座右铭，因为有其他的价值观和门票。 
027_btnbillete										= 排序门票（F8） 
027_btncerrarbulto									= 的关闭＆R袋（F6） 
027_btncomentariosupervisor							= 注释和苏主管 
027_btnconsulta										= ＆咨询（F1） 
027_btndispositivo									= ＆设备（F4） 
027_btnentregar										= 和传送（F3） 
027_btninfo											= 我载文信息（F7） 
027_btninicioconteo									= 开始评分（F2） 
027_btnlimpiarconteo								= 清除及评分（F12） 
027_btnpausa										= PA＆使用（F10） 
027_btnsalir										= 及出口（F11） 
027_msglimpiar										= 真的要来擦拭屏幕的分类？ 
027_msgsalir										= 真的要退出排名？ 
027_telaEmProcesodeContagem 						= 分类开始时，屏幕不能关闭。 
027_msg_erroDivisaPosible							= 不能对这种袋，因为默认货币是不是在可能的货币袋。 

//TELA VALORES CONTADOS
013_titulo_ValoresContados							= 计数值 
013_Volver											= ＆返回 
013_cerrar											= &關閉
013_divisa											= 座右铭 
013_importeTotal									= 总价值 
013_importeEfectivo									= 有效的价值 
013_importeCheques									= 值检查 
013_importeTickets									= 船票。 
013_importeOtros									= 值其他值 
013_cantidadTarjetas								= 数字卡片 

//TELA DETALLE TICKET OTRO VALOR
014_tituloTicket									= 票务详情 
014_tituloOtroValor									= 另一个细节值得 
014_Importe											= 值 
014_Cantidad										= 量 
014_Total											= 总 
014_aceptar											= 接受＆ 
014_volver											= ＆返回 

//TELA BILLETE FALSOS
015_Titulo											= 假 
015_NumeroSerie										= 编号 
015_Plancha											= 普朗克号 
015_Obs												= 评论 
015_Aceptar										= 接受＆ 
015_btn_aceptar										= 接受＆ 
015_btn_cancelar									= 取消
015_Volver											= ＆返回 
CONTEO_015_CampoInvalido									= 字段的值{0}是无效的。 
015_EliminarFila									= 删除 

//TELA SELECCIONAR CLIENTE
017_dtgcliente										= 顾客 
017_dtgprecintoremesa								= 密封出货 
017_dtgpuntoservicio								= 服务点 
017_dtgdeclarado									= 宣 
017_btnaceptar										= 接受＆ 
017_btnvolver										= ＆返回 
017_tituloseleccionarcliente						= 选择客户端 
017_dtgfechatransporte								= 关闭交通 
017_dtgsubcanal										= 子信道 
017_gbremesas										= 汇款 

//TELA DE DIFERENCIAS
CONTEO_010_MedioPago								= Medio de Pagamento:
010_infoEfectivo									= 钱 
010_infoCheque										= 查 
010_infoTicket										= 票 
010_infoOtros										= 其他值 
010_infoTarjetas									= 牌 
010_infoTotal										= 总 
CONTEO_010_form_diferencias								= 差异清零 
010_aceptar											= 接受＆ 
010_Diferencias_en									= 差异存在于{0}。 
010_Divisa											= 货币{0} 
010_Agrupaciones									= 分组{0} 
010_Parcial											= 流血的 
010_Bulto											= 袋 
010_infoEfectivoDetallado							= 详细有效 
010_Denominacion									= 名称{0} 
010_Agrupacion										= 分组 
010_DiferenciasParciales							= 被宣布为部分{0}和{1}计数。 
010_StrComentarioTot								= 差异{0} {1}。声明{2} {3}计数的货币{4}。 
010_StrComentarioTotMas								= 左 - {0} {1} {2} 
010_StrComentarioTotMenos							= 失踪 - {0} {1} {2} 
CONTEO_010_StrComentarioDetMas								= {0} {1}单位的货币{2}更多。 
CONTEO_010_StrComentarioDetMenos							= {0} {1}单位的货币{2}少。 
CONTEO_010_StrComentarioMedioPagoMas				= Existem {0} de {1} a mais.
CONTEO_010_StrComentarioMedioPagoMenos				= Existem {0} de {1} a menos.
CONTEO_010_StrComentarioTarjetaMas				    = Existem {0} Unidades de {1} a mais.
CONTEO_010_StrComentarioTarjetaMenos				= Existem {0} Unidades de {1} a menos.
CONTEO_010_StrComentarioDetSob			= 剩余 - {0} {1} 单位 {2}
CONTEO_010_StrComentarioDetFal			= 差异 - {0} {1} 单位 {2}
CONTEO_010_StrComentarioMedioPagoSob		= 剩余 - {0} {1} {2} {3}
CONTEO_010_StrComentarioMedioPagoFal		= 差异 - {0} {1} {2} {3}
CONTEO_010_StrComentarioTarjetaSob		= 剩余 - {0} {1} {2} {3} 单位
CONTEO_010_StrComentarioTarjetaFal		= 差异 - {0} {1} {2} {3} 单位
010_StrComentarioAgrupacion							= 差异的分组{0} {1}。声明{2} {3}计算。 
010_StrComentarioBillFalso							= 假机票：定量的：{0}序列号：{1} {2} {3} 
010_StrComentarioMonFalsa							= 假冒：定量的：{0} {1} {2} 
010_StrComentarioDeclaradoNoInformado				= 声明{0}没有通知 
010_BilletesMonedasFalsas							= 纸币和硬币是假的。 
010_DifConteoCiegoParcial							= 有宣称的价值观和出血的计数值之间的差异。 
010_DifConteoCiegoBulto								= 宣称的价值观和值计入袋之间有差异。 
010_DifConteoCiegoRemesa							= 装运计算之间的声明价值和价值观的差异。 
010_StrComentarioParcialNumero						= 流血号{0} 

//TELA DE COMENTARIOS
028_aceptarcomentario								= 接受＆ 
028_lblincidenciasupervisor							= 发病率 
028_lblcomentariosupervisor							= 评论 
028_form_comentarios								= 监事评论 

//TELA CONSULTA PARCIALES
034_titulo_consulta_parciales						= 部分查询 
034_gbParciales										= 局部的 
034_btn_identificar									= 确定部分 
034_btn_nuevo_parcial								= 部分新 
034_btn_cancelar									= 与取消 
034_msg_parcial										= 选择部分 
034_btn_ver_declarado								= 请参见已声明 

//TELA DETALLE MEDIO PAGO
037_Aceptar											= 接受＆ 
037_Volver											= ＆返回 
037_Importe											= 进口 
037_Cantidad										= 量 
037_Total											= 总 
037_erro_validar									= 现场验证错误。 
037_mascara_invalida								= 无效的面膜 
037_algoritmo_invalido								= 无效的算法 
037_eliminar_fila									= 删除 

//TELA CONSULTA TICKET
040_titulo_pantalla                                 = 咨询门票 
040_fecha_desde     								= 日期从 
040_fecha_hasta     								= 日期起至 
040_codigo_precinto									= 密封 
040_codigo_usuario									= 用户 
040_btn_consulta_ticket								= 和搜索 
040_btn_volver          							= 出入境 
040_btn_imprimir          							= 和打印 
040_gb_datos_tickets                                = 门票资料 
040_gb_lista_tickets_impresos                       = 打印门票一览 
040_dg_col_precinto                                 = 代码印章 
040_dg_col_usuario_auxiliar                         = 用户辅助 
040_dg_col_fecha_proceso                            = 数据处理 
040_dg_col_fecha_confeccion                         = 数据准备 
040_dg_col_estado_bulto                             = 国家袋 
040_dg_col_usuario_genero_remesa					= 用户票证 
040_dg_col_vista_previa								= Vista的前置（F6） 
040_msg_impresion_registro                          = 请选择至少一个记录。 
040_impresion_registro                              = 记录选择 
040_valida_precinto                                 = 如果日期和不知道代码的密封要求。 
040_msg_valida_precinto                             = 输入验证码密封。 
040_msg_atributo         			     			= 由于{0}不知情。 
040_msg_registro_impresion_log                      = 打印登记车票和历史记录成功。 
040_registro_impresion_log                          = 注册的印刷和历史 
040_msg_nenhum_registro                             = 没有找到记录。 
040_msg_nenhum_registro_titulo                      = 搜索 
040_msg_date                                        = 从“日期”不能大于日期“。” 
040_caption_date                                    = 日期 
040_cmb_estado_pendiente							= 待撤离 
040_cmb_estado_retirado								= 摘自游 
040_lbl_estado_ticket								= 国家门票 
040_lbl_puesto										= 邮寄 
040_msg_impresion_registro_f2						= 请选择只有一个记录。 

//TELA INGRESSO DECLARADO IAC
CONTEO_045_titulo_tela                                     = 加入宣和IAC 
CONTEO_045_dados_adicionais_parcial                        = 从部分的附加数据 
CONTEO_045_grid_iac                                        = IAC 
045_grid_valor                                      = 值 
045_Declarado_total                                 = 全声明 
045_grid_divisa                                     = 座右铭 
CONTEO_045_grid_medio_pago                                 = 支付手段 
